LLAVEHOG,ORDEN,DIRECTORIO,NoHijos,NvEducacion,TipoContrato,Salud,Agua_Potable,Estrato,Satisfaccion
60137641,4,6013764,1,3,2,1,6,2,8
60137641,5,6013764,1,0,0,1,6,2,0
60137651,1,6013765,2,5,0,1,6,2,10
60137651,2,6013765,2,5,0,1,6,2,10
60137651,3,6013765,1,0,0,1,6,2,0
60137651,4,6013765,1,0,0,1,6,2,0
60137661,1,6013766,2,5,0,1,6,2,10
60137661,2,6013766,1,0,0,1,6,2,0
60137671,1,6013767,2,0,0,1,6,2,10
60137671,2,6013767,2,5,0,1,6,2,10
60137681,1,6013768,2,4,2,1,6,1,10
60137691,1,6013769,2,9,0,1,6,3,8
60137691,2,6013769,2,5,0,1,6,3,9
60137701,1,6013770,2,4,0,1,6,3,8
60137701,2,6013770,1,5,0,1,6,3,7
60137711,1,6013771,2,5,2,1,6,3,7
60137721,1,6013772,2,4,2,1,6,1,8
60137731,1,6013773,2,11,1,1,6,3,9
60137731,2,6013773,2,9,0,1,6,3,9
60137741,1,6013774,3,11,0,1,6,2,8
60137741,2,6013774,2,3,0,1,6,2,8
60137751,1,6013775,2,5,0,1,6,2,8
60137751,2,6013775,2,5,0,1,6,2,8
60137751,3,6013775,2,0,0,1,6,2,8
60137751,4,6013775,1,0,0,1,6,2,0
60137761,1,6013776,2,5,0,1,6,1,8
60137761,2,6013776,1,0,0,1,6,1,8
60137761,3,6013776,1,0,0,1,6,1,0
60137771,1,6013777,2,7,0,1,6,1,10
60137771,2,6013777,2,7,0,1,6,1,10
60137781,1,6013778,2,0,0,1,6,2,10
60137781,2,6013778,2,5,0,1,6,2,10
60137791,1,6013779,2,4,0,1,6,1,10
60137791,2,6013779,2,5,0,1,6,1,10
60137791,3,6013779,1,0,0,1,6,1,10
60137801,1,6013780,3,4,0,1,6,1,10
60137801,2,6013780,2,5,0,1,6,1,10
60137801,3,6013780,1,1,0,1,6,1,2
60137811,1,6013781,2,0,0,1,6,2,10
60137811,2,6013781,1,0,0,1,6,2,0
60137811,3,6013781,1,0,0,1,6,2,0
60137821,1,6013782,2,8,0,1,6,1,10
60137831,1,6013783,3,4,0,1,6,1,10
60137831,2,6013783,2,0,0,1,6,1,10
60137841,1,6013784,2,11,1,1,6,2,9
60137841,2,6013784,2,7,0,1,6,2,8
60137841,3,6013784,1,0,0,1,6,2,0
60137851,1,6013785,3,3,2,1,6,2,9
60137851,2,6013785,3,3,2,1,6,2,9
60137861,1,6013786,2,4,0,1,6,3,9
60137861,2,6013786,2,4,2,1,6,3,8
60137871,1,6013787,2,5,2,1,6,2,8
60137871,2,6013787,2,5,0,1,6,2,8
60137871,3,6013787,1,0,0,1,6,2,8
60137881,1,6013788,3,3,2,1,6,2,8
60137881,2,6013788,2,4,0,1,6,2,8
60137891,1,6013789,2,11,0,1,6,2,8
60137891,2,6013789,2,5,0,1,6,2,8
60137891,3,6013789,1,0,0,1,6,2,0
60137901,1,6013790,2,3,2,1,6,2,8
60137901,2,6013790,2,5,0,1,6,2,8
60137901,3,6013790,1,0,0,1,6,2,0
60137911,1,6013791,2,5,0,1,6,2,8
60137911,2,6013791,2,4,2,1,6,2,8
60137911,3,6013791,1,5,0,1,6,2,8
60137911,4,6013791,1,0,0,1,6,2,0
60137921,1,6013792,2,4,2,1,6,2,8
60137921,2,6013792,2,4,2,1,6,2,8
60137921,3,6013792,1,0,0,1,6,2,0
60137921,4,6013792,1,0,0,1,6,2,0
60137931,1,6013793,2,3,2,1,6,3,8
60137931,2,6013793,2,3,0,1,6,3,8
60137931,3,6013793,1,5,0,1,6,3,8
60137931,4,6013793,1,3,0,1,6,3,8
60137931,5,6013793,1,0,0,1,6,3,0
60137941,1,6013794,2,4,2,1,6,1,8
60137941,2,6013794,2,3,0,1,6,1,8
60137941,3,6013794,1,4,0,1,6,1,8
60137941,4,6013794,2,5,0,1,6,1,8
60137941,5,6013794,1,0,0,1,6,1,0
60137941,6,6013794,2,0,0,1,6,1,0
60137951,1,6013795,2,3,0,1,6,1,8
60137951,2,6013795,1,4,2,1,6,1,8
60137951,3,6013795,1,5,0,1,6,1,8
60137951,4,6013795,1,3,2,1,6,1,8
60137961,1,6013796,2,3,2,1,6,1,8
60137961,2,6013796,2,4,0,1,6,1,8
60137961,3,6013796,1,0,0,1,6,1,0
60137971,1,6013797,2,5,0,1,6,1,10
60137981,1,6013798,2,7,2,1,6,2,10
60137991,1,6013799,2,3,2,2,6,2,9
60137991,2,6013799,2,5,0,1,6,2,8
60137991,3,6013799,1,0,0,1,6,2,0
60138001,1,6013800,2,5,2,1,6,2,9
60138011,1,6013801,2,7,0,1,6,2,8
60138011,2,6013801,2,5,2,1,6,2,9
60138031,1,6013803,2,6,0,1,6,2,9
60138121,1,6013812,2,7,2,1,4,3,9
60138121,2,6013812,2,5,2,1,4,3,10
60138121,3,6013812,1,0,0,1,4,3,10
60138121,4,6013812,1,0,0,1,4,3,0
60138131,1,6013813,3,3,0,1,2,2,5
60138131,2,6013813,1,0,0,1,2,2,7
60138131,3,6013813,1,0,0,1,2,2,9
60138141,1,6013814,3,3,0,1,4,2,6
60138141,2,6013814,1,3,0,1,4,2,10
60138151,1,6013815,2,5,2,1,4,3,8
60138151,2,6013815,2,5,2,1,4,3,7
60138151,3,6013815,1,0,0,1,4,3,0
60138151,4,6013815,1,0,0,1,4,3,0
60138161,1,6013816,3,3,0,1,4,1,5
60138161,2,6013816,3,1,0,1,4,1,10
60138171,1,6013817,3,3,0,1,4,1,10
60138171,2,6013817,2,3,0,1,4,1,10
60138181,1,6013818,3,3,0,1,2,2,10
60138191,1,6013819,2,3,0,1,2,1,6
60138191,2,6013819,2,3,0,1,2,1,7
60138191,3,6013819,1,0,0,1,2,1,7
60138191,4,6013819,1,0,0,1,2,1,0
60138191,5,6013819,1,0,0,1,2,1,0
60138191,6,6013819,3,3,0,1,2,1,7
60138201,1,6013820,3,3,0,1,2,2,8
60138201,2,6013820,3,3,0,1,2,2,8
60138491,1,6013849,3,3,0,1,1,1,8
60138491,2,6013849,2,10,2,1,1,1,8
60138491,3,6013849,2,0,0,1,1,1,7
60138491,4,6013849,2,5,0,1,1,1,8
60138491,5,6013849,1,0,0,1,1,1,0
60138511,1,6013851,2,3,2,1,1,1,8
60138511,2,6013851,3,3,0,1,1,1,8
60138521,1,6013852,2,3,2,1,2,1,8
60138521,2,6013852,2,3,2,1,2,1,9
60138531,1,6013853,2,3,2,1,2,1,8
60138531,2,6013853,2,3,0,1,2,1,8
60138531,3,6013853,1,0,0,1,2,1,0
60138531,4,6013853,1,1,0,1,2,1,0
60138541,1,6013854,3,3,2,1,1,1,9
60138551,1,6013855,3,3,0,1,2,1,7
60138551,2,6013855,3,3,0,1,2,1,7
60138561,1,6013856,3,1,2,1,2,1,9
60138571,1,6013857,2,4,0,1,6,3,8
60138571,2,6013857,2,5,2,1,6,3,8
60138571,3,6013857,1,11,0,1,6,3,10
60138581,1,6013858,3,4,2,1,6,3,6
60138581,2,6013858,3,3,0,1,6,3,7
60138581,3,6013858,2,0,0,1,6,3,0
60138591,1,6013859,3,8,0,1,2,3,9
60138601,1,6013860,3,1,0,1,2,1,10
60138601,2,6013860,1,3,0,1,2,1,10
60138601,3,6013860,1,0,0,1,2,1,0
60138601,4,6013860,3,1,0,1,2,1,8
60138611,1,6013861,2,5,0,1,6,1,10
60138611,2,6013861,2,7,0,1,6,1,10
60138611,3,6013861,1,0,0,1,6,1,0
60138621,1,6013862,2,11,0,1,1,2,5
60138621,2,6013862,2,3,2,1,1,2,8
60138621,3,6013862,1,0,0,1,1,2,0
60138621,4,6013862,1,0,0,1,1,2,0
60138621,5,6013862,3,1,0,1,1,2,8
60138631,1,6013863,3,5,2,1,2,2,7
60138631,2,6013863,3,3,0,1,2,2,6
60138631,3,6013863,1,0,0,1,2,2,0
60138631,4,6013863,1,0,0,1,2,2,0
60138641,1,6013864,2,7,0,1,1,2,7
60138641,2,6013864,2,5,0,1,1,2,10
60138641,3,6013864,1,0,0,1,1,2,0
60138661,1,6013866,1,5,0,1,1,2,9
60138661,2,6013866,3,3,0,1,1,2,8
60138661,3,6013866,1,0,0,1,1,2,0
60138661,4,6013866,1,0,0,1,1,2,9
60138661,5,6013866,1,0,0,1,1,2,0
60138671,1,6013867,2,4,0,1,1,1,10
60138671,2,6013867,1,5,0,1,1,1,10
60138671,3,6013867,1,0,0,1,1,1,0
60138681,1,6013868,2,7,0,1,6,2,7
60138701,1,6013870,3,1,2,1,1,1,8
60138701,2,6013870,1,3,0,2,1,1,8
60138701,3,6013870,1,3,0,1,1,1,7
60138701,4,6013870,1,5,2,1,1,1,7
60138701,5,6013870,1,5,0,1,1,1,7
60138701,6,6013870,3,3,0,1,1,1,6
60138721,1,6013872,3,13,0,1,1,4,10
60138721,2,6013872,1,0,2,1,1,4,10
60138721,3,6013872,1,0,0,1,1,4,10
60138731,1,6013873,2,3,2,1,1,1,10
60138731,2,6013873,1,0,0,1,1,1,10
60138741,1,6013874,2,0,0,1,6,4,9
60138751,1,6013875,2,13,0,1,1,4,9
60138751,2,6013875,2,0,0,1,1,4,10
60138761,1,6013876,2,4,2,1,2,0,9
60138761,2,6013876,1,5,0,1,2,0,9
60138771,1,6013877,2,3,2,1,2,2,8
60138771,2,6013877,3,5,0,1,2,2,9
60138781,1,6013878,2,5,2,1,1,2,9
60138791,1,6013879,2,3,2,1,1,2,9
60138791,2,6013879,2,4,0,1,1,2,10
60138791,3,6013879,1,0,0,1,1,2,0
60138801,1,6013880,2,3,2,1,1,2,9
60138801,2,6013880,2,5,2,1,1,2,9
60138801,3,6013880,1,3,2,1,1,2,9
60138801,4,6013880,1,0,0,1,1,2,0
60138801,5,6013880,2,0,0,1,1,2,0
60138801,6,6013880,2,5,2,1,1,2,9
60138811,1,6013881,2,4,0,1,2,2,8
60138811,2,6013881,3,3,0,1,2,2,8
60138811,3,6013881,1,4,0,1,2,2,8
60138811,4,6013881,2,4,0,1,2,2,8
60138811,5,6013881,1,0,0,1,2,2,0
60138821,1,6013882,2,3,0,1,2,1,10
60138821,2,6013882,3,0,0,1,2,1,10
60138821,3,6013882,1,0,0,1,2,1,0
60138821,4,6013882,3,5,0,1,2,1,10
60138831,1,6013883,2,4,0,1,2,1,8
60138831,2,6013883,3,4,0,1,2,1,7
60138841,1,6013884,3,3,0,1,1,1,9
60138841,2,6013884,2,3,0,1,1,1,10
60138851,1,6013885,2,3,0,1,4,0,9
60138851,2,6013885,2,3,2,1,4,0,8
60138851,3,6013885,1,0,0,1,4,0,9
60138861,1,6013886,2,4,0,1,1,1,9
60138861,2,6013886,2,5,0,1,1,1,8
60138861,3,6013886,1,0,0,1,1,1,0
60138861,4,6013886,1,0,0,1,1,1,0
60138861,5,6013886,2,0,0,1,1,1,10
60138871,1,6013887,2,5,0,1,1,2,10
60138871,2,6013887,3,5,0,1,1,2,10
60138871,3,6013887,1,4,0,1,1,2,8
60138881,1,6013888,3,3,0,1,2,2,8
60138881,2,6013888,3,3,2,1,2,2,9
60138881,3,6013888,1,4,0,1,2,2,9
60138881,4,6013888,2,4,0,1,2,2,10
60138881,5,6013888,1,0,0,1,2,2,0
60138881,6,6013888,1,0,0,1,2,2,0
60138881,7,6013888,1,9,0,1,2,2,10
60138881,8,6013888,1,0,0,1,2,2,0
60138891,1,6013889,3,3,2,1,2,2,6
60138891,2,6013889,1,0,0,1,2,2,7
60138891,3,6013889,1,0,0,1,2,2,8
60138901,1,6013890,1,5,2,1,2,2,10
60138901,2,6013890,3,3,0,1,2,2,2
60138911,1,6013891,2,5,0,1,4,2,9
60138911,2,6013891,2,4,0,1,4,2,10
60138911,3,6013891,2,0,0,1,4,2,0
60138911,4,6013891,3,3,0,1,4,2,10
60138921,1,6013892,2,5,2,1,1,1,9
60138921,2,6013892,2,4,0,1,1,1,10
60138931,1,6013893,2,11,0,1,4,3,10
60138931,2,6013893,2,9,0,1,4,3,10
60138941,1,6013894,2,4,0,1,2,3,8
60138941,2,6013894,2,0,0,1,2,3,10
60138941,3,6013894,1,9,2,1,2,3,10
60139001,1,6013900,2,5,0,1,1,4,8
60139001,2,6013900,1,0,2,1,1,4,8
60139001,3,6013900,1,0,0,1,1,4,0
60139001,4,6013900,2,5,0,1,1,4,10
60139071,1,6013907,3,5,0,1,1,5,10
60139071,2,6013907,1,3,0,2,1,5,10
60139071,3,6013907,2,5,0,1,1,5,9
60139071,4,6013907,2,4,0,1,1,5,8
60139081,1,6013908,2,11,0,1,1,6,8
60139081,2,6013908,2,11,2,1,1,6,8
60139091,1,6013909,2,11,0,1,4,6,8
60139111,1,6013911,2,13,1,1,4,5,10
60139111,2,6013911,2,13,0,1,4,5,10
60139171,1,6013917,3,4,0,1,1,2,9
60139171,2,6013917,1,9,0,1,1,2,8
60139191,1,6013919,2,11,2,1,1,5,10
60139191,2,6013919,2,11,1,1,1,5,10
60139191,3,6013919,1,11,0,1,1,5,10
60139191,4,6013919,2,0,0,1,1,5,10
60139191,5,6013919,1,11,0,1,1,5,10
60139211,1,6013921,2,11,1,1,1,4,10
60139211,2,6013921,2,11,0,1,1,4,9
60139251,1,6013925,3,1,0,1,4,2,9
60139251,2,6013925,2,6,0,1,4,2,8
60139251,3,6013925,2,9,0,1,4,2,8
60139251,4,6013925,3,5,0,1,4,2,6
60139261,1,6013926,2,7,2,1,1,4,7
60139271,1,6013927,2,5,0,1,1,2,8
60139271,2,6013927,2,5,0,1,1,2,10
60139321,1,6013932,3,3,0,1,4,4,10
60139321,2,6013932,3,0,0,1,4,4,8
60139331,1,6013933,2,5,0,1,1,5,10
60139331,2,6013933,1,11,2,1,1,5,10
60139331,3,6013933,1,0,0,1,1,5,0
60139341,1,6013934,2,11,0,1,1,2,8
60139501,1,6013950,3,3,0,2,1,2,10
60139501,2,6013950,1,3,2,2,1,2,7
60139501,3,6013950,1,0,0,1,1,2,8
60139501,4,6013950,2,7,0,1,1,2,10
60139511,1,6013951,2,5,0,1,1,1,8
60139511,2,6013951,2,3,2,1,1,1,8
60139511,3,6013951,1,0,0,1,1,1,0
60139521,1,6013952,2,4,2,1,1,1,7
60139521,2,6013952,1,0,0,1,1,1,0
60139521,3,6013952,1,0,0,1,1,1,0
60139521,4,6013952,1,0,0,1,1,1,0
60139541,1,6013954,2,5,2,1,1,1,8
60139551,1,6013955,2,4,0,1,1,2,8
60139551,2,6013955,1,4,0,1,1,2,7
60139551,3,6013955,1,4,2,1,1,2,7
60139551,4,6013955,2,4,2,1,1,2,7
60139551,5,6013955,1,0,0,1,1,2,0
60139551,6,6013955,1,5,0,1,1,2,8
60139551,7,6013955,1,0,0,1,1,2,0
60139561,1,6013956,2,3,2,2,2,0,6
60139561,2,6013956,2,3,2,1,2,0,5
60139561,3,6013956,1,1,0,2,2,0,0
60139561,4,6013956,1,0,0,2,2,0,0
60139561,5,6013956,1,0,0,2,2,0,0
60139561,6,6013956,1,0,0,2,2,0,0
60139561,7,6013956,1,0,0,2,2,0,0
60139561,8,6013956,1,0,0,1,2,0,0
60139561,9,6013956,1,0,0,2,2,0,0
60139571,1,6013957,3,4,2,2,1,1,8
60139571,2,6013957,1,5,0,2,1,1,8
60139571,3,6013957,1,0,0,2,1,1,0
60139571,4,6013957,1,0,0,2,1,1,0
60139571,5,6013957,3,1,2,2,1,1,8
60139581,1,6013958,2,5,2,1,1,1,8
60139581,2,6013958,3,5,0,1,1,1,6
60139581,3,6013958,1,0,0,2,1,1,0
60139581,4,6013958,1,0,0,2,1,1,0
60139591,1,6013959,3,3,2,1,1,1,7
60139591,2,6013959,3,3,0,1,1,1,7
60139591,3,6013959,1,5,2,1,1,1,7
60139591,4,6013959,2,3,2,1,1,1,7
60139591,5,6013959,2,0,0,1,1,1,0
60139601,1,6013960,2,3,2,1,1,1,8
60139601,10,6013960,1,0,0,1,1,1,0
60139601,11,6013960,1,4,0,1,1,1,0
60139601,12,6013960,1,0,0,1,1,1,0
60139601,13,6013960,1,0,0,2,1,1,0
60139601,2,6013960,2,3,2,1,1,1,8
60139601,3,6013960,1,0,0,1,1,1,8
60139601,4,6013960,1,0,0,1,1,1,8
60139601,5,6013960,1,0,0,1,1,1,0
60139601,6,6013960,1,0,0,1,1,1,0
60139601,7,6013960,1,0,0,1,1,1,0
60139601,8,6013960,1,0,0,1,1,1,0
60139601,9,6013960,1,0,0,1,1,1,0
60139611,1,6013961,3,4,0,1,2,1,10
60139611,2,6013961,3,5,2,1,2,1,10
60139621,1,6013962,1,5,0,1,1,3,10
60139621,2,6013962,2,5,2,1,1,3,10
60139621,3,6013962,1,0,0,1,1,3,0
60139621,4,6013962,1,0,0,1,1,3,0
60139621,5,6013962,1,0,0,1,1,3,0
60139621,6,6013962,3,0,0,1,1,3,10
60139621,7,6013962,1,0,0,1,1,3,10
60139631,1,6013963,2,4,2,1,1,1,10
60139631,2,6013963,1,0,0,1,1,1,10
60139631,3,6013963,1,0,0,1,1,1,0
60139631,4,6013963,1,0,0,1,1,1,0
60139641,1,6013964,3,3,2,1,1,1,8
60139651,1,6013965,2,7,0,1,1,1,6
60139651,2,6013965,2,6,0,1,1,1,7
60139651,3,6013965,1,0,0,1,1,1,0
60139651,4,6013965,1,0,0,1,1,1,0
60139661,1,6013966,3,3,0,1,2,1,9
60139661,2,6013966,2,3,2,1,2,1,10
60139661,3,6013966,1,5,0,1,2,1,10
60139661,4,6013966,1,5,0,1,2,1,10
60139671,1,6013967,2,5,0,1,2,1,5
60139671,2,6013967,2,4,2,2,2,1,6
60139671,3,6013967,1,0,0,1,2,1,0
60139681,1,6013968,2,1,2,1,1,1,2
60139691,1,6013969,3,4,2,1,1,1,10
60139691,2,6013969,2,3,0,1,1,1,8
60139691,3,6013969,1,4,0,1,1,1,7
60139691,4,6013969,1,0,0,1,1,1,10
60139701,1,6013970,2,4,0,1,2,1,9
60139701,2,6013970,1,3,2,1,2,1,8
60139701,3,6013970,1,3,0,1,2,1,0
60139701,4,6013970,1,0,0,1,2,1,0
60139711,1,6013971,2,4,2,1,2,1,8
60139711,2,6013971,2,3,0,1,2,1,8
60139711,3,6013971,1,9,0,1,2,1,9
60139711,4,6013971,1,0,0,1,2,1,8
60139721,1,6013972,3,1,0,1,2,1,4
60139731,1,6013973,2,3,2,1,3,1,9
60139731,2,6013973,3,3,0,1,3,1,10
60139741,1,6013974,3,3,0,1,1,1,4
60139751,1,6013975,3,3,0,1,1,1,8
60139751,2,6013975,3,3,2,1,1,1,8
60139751,3,6013975,3,3,2,1,1,1,9
60139751,4,6013975,1,5,0,1,1,1,8
60139751,5,6013975,1,0,0,1,1,1,0
60139751,6,6013975,3,3,0,1,1,1,8
60139761,1,6013976,2,5,0,1,2,1,9
60139761,2,6013976,2,5,0,1,2,1,7
60139761,3,6013976,1,9,0,1,2,1,9
60139771,1,6013977,2,5,2,1,1,1,8
60139771,2,6013977,2,5,2,1,1,1,9
60139771,3,6013977,1,0,0,1,1,1,0
60139771,4,6013977,1,0,0,1,1,1,0
60139781,1,6013978,3,3,2,1,1,1,7
60139781,2,6013978,1,0,0,1,1,1,8
60139791,1,6013979,2,5,0,1,2,1,8
60139791,2,6013979,1,0,0,1,2,1,0
60139801,1,6013980,2,0,0,1,2,1,9
60139801,2,6013980,2,11,0,1,2,1,10
60139801,3,6013980,1,0,0,1,2,1,0
60139811,1,6013981,3,3,2,1,2,1,10
60139821,1,6013982,2,3,2,1,2,1,8
60139821,2,6013982,2,5,2,1,2,1,7
60139831,1,6013983,3,3,2,1,2,1,8
60139831,2,6013983,1,5,2,1,2,1,10
60139831,3,6013983,1,0,0,1,2,1,0
60139841,1,6013984,3,3,2,1,2,1,8
60139841,2,6013984,3,3,2,1,2,1,8
60139841,3,6013984,2,3,2,1,2,1,8
60139851,1,6013985,2,3,2,1,2,1,9
60139851,2,6013985,2,0,0,1,2,1,8
60139851,3,6013985,1,0,0,1,2,1,0
60139851,4,6013985,1,0,0,1,2,1,0
60139861,1,6013986,3,1,2,1,2,1,4
60139861,2,6013986,2,3,0,1,2,1,8
60139871,1,6013987,3,1,2,1,1,1,9
60139881,1,6013988,2,11,0,1,6,1,10
60139891,1,6013989,2,4,0,1,2,1,9
60139891,2,6013989,3,1,2,1,2,1,9
60139891,3,6013989,1,0,0,1,2,1,0
60139901,1,6013990,3,5,0,1,2,2,9
60139901,2,6013990,2,5,0,1,2,2,9
60139901,3,6013990,1,0,0,1,2,2,0
60139901,4,6013990,2,11,2,1,2,2,8
60139911,1,6013991,3,7,0,1,1,1,8
60139911,2,6013991,2,3,2,1,1,1,8
60139911,3,6013991,2,0,0,1,1,1,8
60139911,4,6013991,2,0,0,1,1,1,0
60139921,1,6013992,3,1,2,1,6,1,9
60139931,1,6013993,3,5,2,1,6,1,8
60139931,2,6013993,1,0,0,1,6,1,0
60139931,3,6013993,1,0,0,1,6,1,9
60139931,4,6013993,1,0,0,1,6,1,0
60139941,1,6013994,2,3,0,1,1,1,10
60139941,2,6013994,1,7,2,1,1,1,10
60139941,3,6013994,1,0,0,1,1,1,0
60139941,4,6013994,1,5,0,1,1,1,9
60139951,1,6013995,2,5,0,1,6,1,8
60139961,1,6013996,3,3,0,1,6,1,8
60139971,1,6013997,2,3,0,1,2,1,9
60139971,2,6013997,2,4,0,1,2,1,8
60139971,3,6013997,1,0,0,1,2,1,0
60139981,1,6013998,2,5,0,1,2,1,7
60139981,2,6013998,3,3,2,1,2,1,8
60139981,3,6013998,1,0,0,1,2,1,8
60139981,4,6013998,1,0,0,1,2,1,9
60139991,1,6013999,3,3,2,2,2,1,9
60140011,1,6014001,3,3,2,1,2,2,5
60140011,2,6014001,1,0,0,1,2,2,9
60140011,3,6014001,1,5,2,1,2,2,7
60140011,4,6014001,2,5,2,1,2,2,8
60140011,5,6014001,1,5,0,2,2,2,10
60140011,6,6014001,1,0,0,2,2,2,0
60140021,1,6014002,2,5,0,1,1,1,8
60140021,2,6014002,2,5,2,1,1,1,6
60140021,3,6014002,1,0,0,1,1,1,8
60140021,4,6014002,1,0,0,1,1,1,0
60140021,5,6014002,3,3,0,1,1,1,8
60140031,1,6014003,3,5,0,1,6,2,8
60140031,2,6014003,1,1,0,1,6,2,10
60140031,3,6014003,1,5,0,1,6,2,7
60140031,4,6014003,3,5,2,1,6,2,9
60140031,5,6014003,1,0,0,1,6,2,0
60140041,1,6014004,2,5,0,1,1,2,9
60140041,2,6014004,1,9,0,1,1,2,8
60140041,3,6014004,1,7,0,1,1,2,8
60140051,1,6014005,2,5,0,1,1,1,10
60140051,2,6014005,3,3,0,1,1,1,10
60140051,3,6014005,1,5,2,1,1,1,9
60140051,4,6014005,1,0,0,1,1,1,10
60140061,1,6014006,2,3,0,1,2,1,9
60140061,2,6014006,3,3,0,1,2,1,9
60140061,3,6014006,1,10,0,1,2,1,9
60140061,4,6014006,1,0,0,1,2,1,0
60140071,1,6014007,2,3,2,1,2,1,9
60140071,2,6014007,2,5,2,1,2,1,10
60140071,3,6014007,1,4,2,1,2,1,9
60140071,4,6014007,1,0,0,1,2,1,0
60140081,1,6014008,2,5,0,1,1,1,10
60140081,2,6014008,2,5,2,1,1,1,10
60140081,3,6014008,1,0,0,1,1,1,0
60140091,1,6014009,2,4,2,1,1,1,9
60140091,2,6014009,2,5,0,1,1,1,5
60140091,3,6014009,1,0,0,1,1,1,9
60140091,4,6014009,1,0,0,1,1,1,0
60140091,5,6014009,1,0,0,1,1,1,0
60140101,1,6014010,2,3,2,1,6,1,10
60140101,2,6014010,3,3,0,1,6,1,9
60140111,1,6014011,3,3,2,2,2,1,5
60140111,2,6014011,2,5,0,2,2,1,5
60140111,3,6014011,1,4,0,2,2,1,3
60140111,4,6014011,1,0,0,2,2,1,0
60140121,1,6014012,2,3,0,1,1,1,8
60140121,2,6014012,2,3,0,1,1,1,8
60140121,3,6014012,1,0,0,1,1,1,10
60140121,4,6014012,1,0,0,1,1,1,0
60140131,1,6014013,2,7,1,2,1,1,10
60140131,2,6014013,2,3,0,1,1,1,5
60140131,3,6014013,1,0,0,1,1,1,8
60140131,4,6014013,1,0,0,1,1,1,10
60140131,5,6014013,1,0,0,1,1,1,0
60140141,1,6014014,3,3,0,1,1,1,8
60140141,2,6014014,2,5,0,1,1,1,10
60140141,3,6014014,2,4,0,1,1,1,10
60140141,4,6014014,1,0,0,1,1,1,0
60140141,5,6014014,1,0,0,1,1,1,0
60140151,1,6014015,2,3,0,1,2,1,6
60140151,2,6014015,1,0,0,1,2,1,0
60140151,3,6014015,1,0,0,1,2,1,0
60140161,1,6014016,2,4,2,1,2,1,8
60140161,2,6014016,2,5,0,1,2,1,10
60140161,3,6014016,1,0,0,1,2,1,0
60140171,1,6014017,2,3,0,1,2,1,7
60140171,2,6014017,3,3,0,1,2,1,8
60140171,3,6014017,1,5,2,1,2,1,8
60140171,4,6014017,1,0,0,1,2,1,0
60140171,5,6014017,1,5,0,1,2,1,8
60140171,6,6014017,1,0,0,1,2,1,0
60140181,1,6014018,2,3,0,1,2,1,10
60140181,2,6014018,3,3,2,1,2,1,8
60140181,3,6014018,1,0,0,1,2,1,0
60140181,4,6014018,1,0,0,1,2,1,0
60140191,1,6014019,2,4,2,1,6,2,9
60140191,2,6014019,3,4,2,1,6,2,9
60140191,3,6014019,1,0,0,1,6,2,7
60140191,4,6014019,1,0,0,1,6,2,8
60140191,5,6014019,1,0,0,1,6,2,8
60140191,6,6014019,1,0,0,1,6,2,0
60140201,1,6014020,3,4,0,1,4,2,6
60140201,2,6014020,2,3,2,1,4,2,9
60140201,3,6014020,3,3,0,1,4,2,9
60140211,1,6014021,2,5,2,1,4,2,6
60140211,2,6014021,3,3,0,1,4,2,10
60140221,1,6014022,3,5,0,1,4,3,9
60140231,1,6014023,2,3,2,1,1,2,9
60140231,2,6014023,2,5,0,1,1,2,7
60140231,3,6014023,1,5,2,2,1,2,8
60140231,4,6014023,1,5,0,2,1,2,8
60140231,5,6014023,1,5,2,1,1,2,8
60140241,1,6014024,3,3,0,1,2,2,10
60140241,2,6014024,3,3,2,1,2,2,7
60140241,3,6014024,1,5,0,1,2,2,9
60140251,1,6014025,3,3,0,1,2,3,10
60140251,2,6014025,1,5,0,1,2,3,9
60140251,3,6014025,1,0,0,1,2,3,10
60140251,4,6014025,1,0,0,1,2,3,0
60140251,5,6014025,1,5,2,1,2,3,7
60140271,1,6014027,3,3,0,1,1,2,10
60140271,2,6014027,1,3,2,2,1,2,3
60140271,3,6014027,1,3,2,1,1,2,10
60140281,1,6014028,2,5,0,1,6,2,10
60140281,2,6014028,1,0,0,1,6,2,0
60140281,3,6014028,1,0,0,1,6,2,0
60140281,4,6014028,2,10,1,1,6,2,10
60140301,1,6014030,2,5,0,1,1,2,10
60140301,2,6014030,2,0,2,1,1,2,10
60140301,3,6014030,1,0,0,1,1,2,0
60140301,4,6014030,1,0,0,1,1,2,0
60140301,5,6014030,2,9,2,1,1,2,10
60140311,1,6014031,3,5,0,1,6,4,10
60140311,2,6014031,2,9,0,1,6,4,10
60140311,3,6014031,1,0,0,1,6,4,0
60140311,4,6014031,1,0,0,1,6,4,0
60140311,5,6014031,1,0,0,1,6,4,0
60140321,1,6014032,2,3,2,1,1,2,10
60140321,2,6014032,3,5,0,1,1,2,8
60140321,3,6014032,1,7,0,1,1,2,10
60140331,1,6014033,2,11,2,1,1,6,9
60140331,2,6014033,1,0,0,1,1,6,10
60140331,3,6014033,1,0,0,1,1,6,10
60140341,1,6014034,2,4,0,1,1,2,10
60140341,2,6014034,2,6,0,1,1,2,9
60140341,3,6014034,1,0,0,1,1,2,0
60140351,1,6014035,3,13,0,1,1,6,10
60140351,2,6014035,3,6,0,1,1,6,10
60140351,3,6014035,1,11,0,1,1,6,9
60140351,4,6014035,1,0,0,1,1,6,0
